2014-01-20 23:34:02,9.43
2014-01-20 23:35:01,10.37
2014-01-20 23:36:01,11.46
2014-01-20 23:37:02,13.21
2014-01-20 23:38:01,14.92
2014-01-20 23:39:02,17.03
2014-01-20 23:40:02,19.27
2014-01-20 23:41:01,21.06
2014-01-20 23:42:01,22.44
2014-01-20 23:43:01,23.29
2014-01-20 23:44:01,23.17
2014-01-20 23:45:02,23.41
2014-01-20 23:46:01,23.01
2014-01-20 23:47:01,22.60
2014-01-20 23:48:01,22.15
2014-01-20 23:49:01,22.52
2014-01-20 23:50:02,21.54
2014-01-20 23:51:01,21.46
2014-01-20 23:52:01,21.14
2014-01-20 23:53:02,20.69
2014-01-20 23:54:01,20.53
2014-01-20 23:55:02,20.08
2014-01-20 23:56:01,19.47
2014-01-20 23:57:02,19.15
2014-01-20 23:58:02,18.90
2014-01-20 23:59:01,18.45
2014-01-21 00:00:02,18.09
2014-01-21 00:01:02,17.97
2014-01-21 00:02:01,17.32
2014-01-21 00:03:02,17.36
2014-01-21 00:04:01,16.75
2014-01-21 00:05:02,16.71
2014-01-21 00:06:02,16.02
2014-01-21 00:07:01,16.14
2014-01-21 00:08:02,15.57
2014-01-21 00:09:01,15.41
2014-01-21 00:10:02,14.88
2014-01-21 00:11:02,14.55
2014-01-21 00:12:02,14.27
2014-01-21 00:13:01,13.62
2014-01-21 00:14:02,13.37
2014-01-21 00:15:01,13.09
2014-01-21 00:16:01,12.68
2014-01-21 00:17:02,12.32
2014-01-21 00:18:01,12.36
2014-01-21 00:19:02,11.67
2014-01-21 00:20:02,11.67
2014-01-21 00:21:01,11.38
2014-01-21 00:22:02,11.10
2014-01-21 00:23:01,10.69
2014-01-21 00:24:02,10.53
2014-01-21 00:25:02,10.45
2014-01-21 00:26:01,9.96
2014-01-21 00:27:01,9.76
2014-01-21 00:28:02,9.43
2014-01-21 00:29:01,9.23
2014-01-21 00:30:02,9.31
2014-01-21 00:31:01,9.35
2014-01-21 00:32:01,8.98
2014-01-21 00:33:02,9.02
2014-01-21 00:34:01,8.41
2014-01-21 00:35:02,7.97
2014-01-21 00:36:02,7.56
2014-01-21 00:37:02,7.60
2014-01-21 00:38:01,6.91
2014-01-21 00:39:02,6.50
2014-01-21 00:40:01,6.63
2014-01-21 00:41:01,6.26
2014-01-21 00:42:02,6.06
2014-01-21 00:43:01,5.61
2014-01-21 00:44:02,5.53
2014-01-21 00:45:01,5.16
2014-01-21 00:46:01,5.04
2014-01-21 00:47:02,4.39
2014-01-21 00:48:01,4.39
2014-01-21 00:49:02,3.66
2014-01-21 00:50:02,3.50
2014-01-21 00:51:01,3.94
2014-01-21 00:52:02,3.05
2014-01-21 00:53:01,2.93
2014-01-21 00:54:02,2.64
2014-01-21 00:55:01,2.32
2014-01-21 00:56:01,1.75
2014-01-21 00:57:02,1.91
2014-01-21 00:58:01,1.54
2014-01-21 00:59:02,1.59
2014-01-21 01:00:02,1.30
2014-01-21 01:01:02,1.06
2014-01-21 01:02:01,0.89
2014-01-21 01:03:02,0.89
2014-01-21 01:04:01,0.85
2014-01-21 01:05:02,0.89
2014-01-21 01:06:02,0.61
2014-01-21 01:07:01,0.57
2014-01-21 01:08:02,0.61
2014-01-21 01:09:01,0.57
2014-01-21 01:10:02,0.61
2014-01-21 01:11:02,0.37
2014-01-21 01:12:01,0.53
2014-01-21 01:13:02,0.69
2014-01-21 01:14:01,0.41
2014-01-21 01:15:02,0.85
2014-01-21 01:16:02,0.41
2014-01-21 01:17:02,0.37
2014-01-21 01:18:01,0.28
2014-01-21 01:19:02,0.20
2014-01-21 01:20:01,0.41
2014-01-21 01:21:02,0.28
2014-01-21 01:22:02,0.37
2014-01-21 01:23:01,0.45
2014-01-21 01:24:02,0.41
2014-01-21 01:25:01,0.24
2014-01-21 01:26:02,0.37
2014-01-21 01:27:01,0.20
2014-01-21 01:28:02,0.41
2014-01-21 01:29:02,0.24
2014-01-21 01:30:01,0.37
2014-01-21 01:31:01,0.20
2014-01-21 01:32:02,0.24
2014-01-21 01:33:01,0.28
2014-01-21 01:34:02,0.24
2014-01-21 01:35:01,0.20
2014-01-21 01:36:01,0.20
2014-01-21 01:37:02,0.37
2014-01-21 01:38:01,0.28
2014-01-21 01:39:02,0.12
2014-01-21 01:40:01,0.24
2014-01-21 01:41:01,0.20
2014-01-21 01:42:02,0.28
2014-01-21 01:43:01,0.16
2014-01-21 01:44:02,0.24
2014-01-21 01:45:02,0.16
2014-01-21 01:46:01,0.28
2014-01-21 01:47:02,0.20
2014-01-21 01:48:01,0.28
2014-01-21 01:49:02,0.20
2014-01-21 01:50:02,0.20
2014-01-21 01:51:01,0.49
2014-01-21 01:52:02,0.16
2014-01-21 01:53:01,0.16
2014-01-21 01:54:02,0.20
2014-01-21 01:55:02,0.33
2014-01-21 01:56:02,0.16
2014-01-21 01:57:01,0.24
2014-01-21 01:58:02,0.28
2014-01-21 01:59:01,0.24
2014-01-21 02:00:02,0.28
2014-01-21 02:01:02,0.28
2014-01-21 02:02:01,0.20
2014-01-21 02:03:01,0.20
2014-01-21 02:04:02,0.12
2014-01-21 02:05:01,0.28
2014-01-21 02:06:01,0.12
2014-01-21 02:07:02,0.24
2014-01-21 02:08:01,0.37
2014-01-21 02:09:02,0.33
2014-01-21 02:10:01,0.24
2014-01-21 02:11:01,0.20
2014-01-21 02:12:02,0.37
2014-01-21 02:13:01,0.24
2014-01-21 02:14:02,0.24
2014-01-21 02:15:02,0.16
2014-01-21 02:16:01,0.12
2014-01-21 02:17:02,0.20
2014-01-21 02:18:02,0.45
2014-01-21 02:19:01,0.12
2014-01-21 02:20:02,0.24
2014-01-21 02:21:02,0.24
2014-01-21 02:22:01,0.16
2014-01-21 02:23:02,0.24
2014-01-21 02:24:01,0.37
2014-01-21 02:25:02,0.24
2014-01-21 02:26:02,0.28
2014-01-21 02:27:01,0.20
2014-01-21 02:28:01,0.20
2014-01-21 02:29:02,0.33
2014-01-21 02:30:01,0.33
2014-01-21 02:31:02,0.24
2014-01-21 02:32:01,0.28
2014-01-21 02:33:01,0.24
2014-01-21 02:34:02,0.49
2014-01-21 02:35:01,0.12
2014-01-21 02:36:02,0.20
